Year,GEO,DGUID,Gender (3a),Economic family characteristics of persons (13),Statistics (6C),Age (8),Individual MBM poverty status (7),UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,STATUS,SYMBOL,TERMINATED,DECIMALS,Value
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Not in poverty,,0,units,0,,2354.1.1.4.5.5,,,,0,665.0
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Poverty rate (%),,0,units,0,,2354.1.1.4.5.6,,,,1,7.0
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Average poverty gap ratio (%),,0,units,0,,2354.1.1.4.5.7,,,,1,33.0
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Total - Individual MBM poverty status,,0,units,0,,2354.1.1.4.6.1,,,,0,3165.0
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Poverty status - applicable,,0,units,0,,2354.1.1.4.6.3,,,,0,3165.0
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,25 to 54 years,In poverty,,0,units,0,,2354.1.1.4.6.4,,,,0,200.0
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Not in poverty,,0,units,0,,2354.1.1.4.6.5,,,,0,2965.0
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Poverty rate (%),,0,units,0,,2354.1.1.4.6.6,,,,1,6.3
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Average poverty gap ratio (%),,0,units,0,,2354.1.1.4.6.7,,,,1,48.4
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Total - Individual MBM poverty status,,0,units,0,,2354.1.1.4.7.1,,,,0,1495.0
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Poverty status - applicable,,0,units,0,,2354.1.1.4.7.3,,,,0,1495.0
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,55 to 64 years,In poverty,,0,units,0,,2354.1.1.4.7.4,,,,0,140.0
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Not in poverty,,0,units,0,,2354.1.1.4.7.5,,,,0,1355.0
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Poverty rate (%),,0,units,0,,2354.1.1.4.7.6,,,,1,9.4
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Average poverty gap ratio (%),,0,units,0,,2354.1.1.4.7.7,,,,1,42.0
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,65 years and over,Total - Individual MBM poverty status,,0,units,0,,2354.1.1.4.8.1,,,,0,1510.0
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,65 years and over,Poverty status - applicable,,0,units,0,,2354.1.1.4.8.3,,,,0,1510.0
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,65 years and over,In poverty,,0,units,0,,2354.1.1.4.8.4,,,,0,65.0
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,65 years and over,Not in poverty,,0,units,0,,2354.1.1.4.8.5,,,,0,1440.0
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,65 years and over,Poverty rate (%),,0,units,0,,2354.1.1.4.8.6,,,,1,4.3
2021,Cavan Monaghan,2021A00053515013,Total - Gender,Total - Persons by selected economic family characteristics,2015,65 years and over,Average poverty gap ratio (%),,0,units,0,,2354.1.1.4.8.7,,,,1,22.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,Total - Age,Total - Individual MBM poverty status,,0,units,0,,2354.2.1.1.1.1,,,,0,4890.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,Total - Age,Poverty status - applicable,,0,units,0,,2354.2.1.1.1.3,,,,0,4890.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,Total - Age,In poverty,,0,units,0,,2354.2.1.1.1.4,,,,0,165.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,Total - Age,Not in poverty,,0,units,0,,2354.2.1.1.1.5,,,,0,4725.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,Total - Age,Poverty rate (%),,0,units,0,,2354.2.1.1.1.6,,,,1,3.4
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,Total - Age,Average poverty gap ratio (%),,0,units,0,,2354.2.1.1.1.7,,,,1,38.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2354.2.1.1.2.1,,,,0,1140.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Poverty status - applicable,,0,units,0,,2354.2.1.1.2.3,,,,0,1140.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,In poverty,,0,units,0,,2354.2.1.1.2.4,,,,0,30.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Not in poverty,,0,units,0,,2354.2.1.1.2.5,,,,0,1110.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Poverty rate (%),,0,units,0,,2354.2.1.1.2.6,,,,1,2.6
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Average poverty gap ratio (%),,0,units,0,,2354.2.1.1.2.7,,,,1,0.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Total - Individual MBM poverty status,,0,units,0,,2354.2.1.1.3.1,,,,0,400.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Poverty status - applicable,,0,units,0,,2354.2.1.1.3.3,,,,0,400.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Not in poverty,,0,units,0,,2354.2.1.1.3.5,,,,0,395.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Poverty rate (%),,0,units,0,,2354.2.1.1.3.6,,,,1,0.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Average poverty gap ratio (%),,0,units,0,,2354.2.1.1.3.7,,,,1,0.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2354.2.1.1.4.1,,,,0,740.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Poverty status - applicable,,0,units,0,,2354.2.1.1.4.3,,,,0,740.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,In poverty,,0,units,0,,2354.2.1.1.4.4,,,,0,25.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Not in poverty,,0,units,0,,2354.2.1.1.4.5,,,,0,715.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Poverty rate (%),,0,units,0,,2354.2.1.1.4.6,,,,1,3.4
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Average poverty gap ratio (%),,0,units,0,,2354.2.1.1.4.7,,,,1,0.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Total - Individual MBM poverty status,,0,units,0,,2354.2.1.1.5.1,,,,0,295.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Poverty status - applicable,,0,units,0,,2354.2.1.1.5.3,,,,0,295.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Not in poverty,,0,units,0,,2354.2.1.1.5.5,,,,0,280.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Poverty rate (%),,0,units,0,,2354.2.1.1.5.6,,,,1,0.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Average poverty gap ratio (%),,0,units,0,,2354.2.1.1.5.7,,,,1,0.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Total - Individual MBM poverty status,,0,units,0,,2354.2.1.1.6.1,,,,0,1720.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Poverty status - applicable,,0,units,0,,2354.2.1.1.6.3,,,,0,1720.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,In poverty,,0,units,0,,2354.2.1.1.6.4,,,,0,35.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Not in poverty,,0,units,0,,2354.2.1.1.6.5,,,,0,1680.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Poverty rate (%),,0,units,0,,2354.2.1.1.6.6,,,,1,2.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Average poverty gap ratio (%),,0,units,0,,2354.2.1.1.6.7,,,,1,48.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Total - Individual MBM poverty status,,0,units,0,,2354.2.1.1.7.1,,,,0,825.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Poverty status - applicable,,0,units,0,,2354.2.1.1.7.3,,,,0,825.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,In poverty,,0,units,0,,2354.2.1.1.7.4,,,,0,70.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Not in poverty,,0,units,0,,2354.2.1.1.7.5,,,,0,755.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Poverty rate (%),,0,units,0,,2354.2.1.1.7.6,,,,1,8.5
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Average poverty gap ratio (%),,0,units,0,,2354.2.1.1.7.7,,,,1,44.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,65 years and over,Total - Individual MBM poverty status,,0,units,0,,2354.2.1.1.8.1,,,,0,920.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,65 years and over,Poverty status - applicable,,0,units,0,,2354.2.1.1.8.3,,,,0,920.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,65 years and over,Not in poverty,,0,units,0,,2354.2.1.1.8.5,,,,0,905.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,65 years and over,Poverty rate (%),,0,units,0,,2354.2.1.1.8.6,,,,1,0.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2020,65 years and over,Average poverty gap ratio (%),,0,units,0,,2354.2.1.1.8.7,,,,1,0.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,Total - Age,Total - Individual MBM poverty status,,0,units,0,,2354.2.1.4.1.1,,,,0,4325.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,Total - Age,Poverty status - applicable,,0,units,0,,2354.2.1.4.1.3,,,,0,4325.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,Total - Age,In poverty,,0,units,0,,2354.2.1.4.1.4,,,,0,320.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,Total - Age,Not in poverty,,0,units,0,,2354.2.1.4.1.5,,,,0,4005.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,Total - Age,Poverty rate (%),,0,units,0,,2354.2.1.4.1.6,,,,1,7.4
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,Total - Age,Average poverty gap ratio (%),,0,units,0,,2354.2.1.4.1.7,,,,1,41.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2354.2.1.4.2.1,,,,0,885.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Poverty status - applicable,,0,units,0,,2354.2.1.4.2.3,,,,0,885.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,In poverty,,0,units,0,,2354.2.1.4.2.4,,,,0,100.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Not in poverty,,0,units,0,,2354.2.1.4.2.5,,,,0,785.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Poverty rate (%),,0,units,0,,2354.2.1.4.2.6,,,,1,11.3
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Average poverty gap ratio (%),,0,units,0,,2354.2.1.4.2.7,,,,1,42.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Total - Individual MBM poverty status,,0,units,0,,2354.2.1.4.3.1,,,,0,270.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Poverty status - applicable,,0,units,0,,2354.2.1.4.3.3,,,,0,270.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Not in poverty,,0,units,0,,2354.2.1.4.3.5,,,,0,250.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Poverty rate (%),,0,units,0,,2354.2.1.4.3.6,,,,1,0.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Average poverty gap ratio (%),,0,units,0,,2354.2.1.4.3.7,,,,1,0.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2354.2.1.4.4.1,,,,0,620.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Poverty status - applicable,,0,units,0,,2354.2.1.4.4.3,,,,0,620.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,In poverty,,0,units,0,,2354.2.1.4.4.4,,,,0,80.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Not in poverty,,0,units,0,,2354.2.1.4.4.5,,,,0,535.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Poverty rate (%),,0,units,0,,2354.2.1.4.4.6,,,,1,12.9
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Average poverty gap ratio (%),,0,units,0,,2354.2.1.4.4.7,,,,1,46.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Total - Individual MBM poverty status,,0,units,0,,2354.2.1.4.5.1,,,,0,375.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Poverty status - applicable,,0,units,0,,2354.2.1.4.5.3,,,,0,375.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,In poverty,,0,units,0,,2354.2.1.4.5.4,,,,0,25.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Not in poverty,,0,units,0,,2354.2.1.4.5.5,,,,0,350.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Poverty rate (%),,0,units,0,,2354.2.1.4.5.6,,,,1,6.7
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Average poverty gap ratio (%),,0,units,0,,2354.2.1.4.5.7,,,,1,32.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Total - Individual MBM poverty status,,0,units,0,,2354.2.1.4.6.1,,,,0,1555.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Poverty status - applicable,,0,units,0,,2354.2.1.4.6.3,,,,0,1555.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,In poverty,,0,units,0,,2354.2.1.4.6.4,,,,0,85.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Not in poverty,,0,units,0,,2354.2.1.4.6.5,,,,0,1470.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Poverty rate (%),,0,units,0,,2354.2.1.4.6.6,,,,1,5.5
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Average poverty gap ratio (%),,0,units,0,,2354.2.1.4.6.7,,,,1,50.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Total - Individual MBM poverty status,,0,units,0,,2354.2.1.4.7.1,,,,0,750.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Poverty status - applicable,,0,units,0,,2354.2.1.4.7.3,,,,0,750.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,In poverty,,0,units,0,,2354.2.1.4.7.4,,,,0,85.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Not in poverty,,0,units,0,,2354.2.1.4.7.5,,,,0,665.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Poverty rate (%),,0,units,0,,2354.2.1.4.7.6,,,,1,11.3
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Average poverty gap ratio (%),,0,units,0,,2354.2.1.4.7.7,,,,1,40.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,Total - Individual MBM poverty status,,0,units,0,,2354.2.1.4.8.1,,,,0,760.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,Poverty status - applicable,,0,units,0,,2354.2.1.4.8.3,,,,0,760.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,In poverty,,0,units,0,,2354.2.1.4.8.4,,,,0,30.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,Not in poverty,,0,units,0,,2354.2.1.4.8.5,,,,0,730.0
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,Poverty rate (%),,0,units,0,,2354.2.1.4.8.6,,,,1,3.9
2021,Cavan Monaghan,2021A00053515013,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,Average poverty gap ratio (%),,0,units,0,,2354.2.1.4.8.7,,,,1,22.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,Total - Individual MBM poverty status,,0,units,0,,2354.3.1.1.1.1,,,,0,4875.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,Poverty status - applicable,,0,units,0,,2354.3.1.1.1.3,,,,0,4875.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,In poverty,,0,units,0,,2354.3.1.1.1.4,,,,0,180.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,Not in poverty,,0,units,0,,2354.3.1.1.1.5,,,,0,4695.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,Poverty rate (%),,0,units,0,,2354.3.1.1.1.6,,,,1,3.7
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,Average poverty gap ratio (%),,0,units,0,,2354.3.1.1.1.7,,,,1,42.4
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2354.3.1.1.2.1,,,,0,1000.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Poverty status - applicable,,0,units,0,,2354.3.1.1.2.3,,,,0,1000.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,In poverty,,0,units,0,,2354.3.1.1.2.4,,,,0,30.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Not in poverty,,0,units,0,,2354.3.1.1.2.5,,,,0,970.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Poverty rate (%),,0,units,0,,2354.3.1.1.2.6,,,,1,3.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Average poverty gap ratio (%),,0,units,0,,2354.3.1.1.2.7,,,,1,26.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Total - Individual MBM poverty status,,0,units,0,,2354.3.1.1.3.1,,,,0,285.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Poverty status - applicable,,0,units,0,,2354.3.1.1.3.3,,,,0,285.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Not in poverty,,0,units,0,,2354.3.1.1.3.5,,,,0,285.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Poverty rate (%),,0,units,0,,2354.3.1.1.3.6,,,,1,0.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Average poverty gap ratio (%),,0,units,0,,2354.3.1.1.3.7,,,,1,0.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2354.3.1.1.4.1,,,,0,715.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Poverty status - applicable,,0,units,0,,2354.3.1.1.4.3,,,,0,715.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,In poverty,,0,units,0,,2354.3.1.1.4.4,,,,0,30.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Not in poverty,,0,units,0,,2354.3.1.1.4.5,,,,0,685.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Poverty rate (%),,0,units,0,,2354.3.1.1.4.6,,,,1,4.2
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Average poverty gap ratio (%),,0,units,0,,2354.3.1.1.4.7,,,,1,26.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Total - Individual MBM poverty status,,0,units,0,,2354.3.1.1.5.1,,,,0,280.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Poverty status - applicable,,0,units,0,,2354.3.1.1.5.3,,,,0,280.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Not in poverty,,0,units,0,,2354.3.1.1.5.5,,,,0,270.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Poverty rate (%),,0,units,0,,2354.3.1.1.5.6,,,,1,0.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Average poverty gap ratio (%),,0,units,0,,2354.3.1.1.5.7,,,,1,0.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Total - Individual MBM poverty status,,0,units,0,,2354.3.1.1.6.1,,,,0,1780.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Poverty status - applicable,,0,units,0,,2354.3.1.1.6.3,,,,0,1780.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,In poverty,,0,units,0,,2354.3.1.1.6.4,,,,0,65.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Not in poverty,,0,units,0,,2354.3.1.1.6.5,,,,0,1710.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Poverty rate (%),,0,units,0,,2354.3.1.1.6.6,,,,1,3.7
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Average poverty gap ratio (%),,0,units,0,,2354.3.1.1.6.7,,,,1,42.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Total - Individual MBM poverty status,,0,units,0,,2354.3.1.1.7.1,,,,0,850.0
2021,Cavan Monaghan,2021A00053515013,Women+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Poverty status - applicable,,0,units,0,,2354.3.1.1.7.3,,,,0,850.0
